title,release_date,runtime,original_language,overview,poster_path,genres,production_companies,production_countries,spoken_languages,keywords
Bluff Master,04-01-1963,135,hi,"Ashok, is on a lookout for a job. But that does not stop him from putting on airs and bluffing, pretending that he is from a rich family. As luck would have it, he get a job of a photographer for a fictitious tabloid - Bhukump, only to lose it, because he had the misfortune to click the photograph of the owner's daughter Seema slapping an eve teaser.  Never one to give up, he somehow meets her and convinces her of his good intentions. When she falls in love with him, Ashok tries to give up bluffing. But it is too late. No one believes him.",/uIJqX9HAnxEJC2DoINaBljDCav6.jpg,Romance,,India,Hindi,
Bullet,28-12-1976,156,hi,"Plain-clothes Inspector Dharam Dev is hot on the tracks of notorious underworld don, Durgaprasad, alias ""D.P."" But Durgraprased is not only elusive, but shrewd and cunning as well, and spreads of web of lies and deceit, and entraps Dharam in it, and a result of which Dharam himself becomes a suspect for murder, and is arrested.",/ffIxLG2w2C5d3kXexnVXp8DG0u4.jpg,Thriller,,India,Hindi,
Agni Varsha,30-08-2002,130,hi,"Based on an incident from the Mahabharata and also made as a play on a Girish Karnad titled Fire in the Rain. The film features Amitabh Bachchan in a cameo appearance as Lord Indra. Jackie Shroff plays the main lead in the film as Puravasu the head priest, Raveena playing the role of his unfaithful wife in love with Yavakri. Nagarjuna played Yavakri the priest's jealous rival and Prabhudeva as a demon who kills Yavakri. While Milind Soman plays the younger brother of Jackie Shroff as Aravasu, the female lead opposite Milind is played by Sonali Kulkarni.",/nhfDynC2g6fK25ymWreHoiJ0vfe.jpg,"Drama, Fantasy",,India,Hindi,
Insaaf Ka Tarazu,01-12-1980,146,hi,"Beautiful Bharti's life takes a drastic turn after her encounter with the wealthy Ramesh R Gupta, who is used to get what he wants.",/shwS6BlRLrjQEtHrcNUCdlKJww.jpg,"Crime, Drama, Family",,India,Hindi,
Nauker,07-12-1979,122,hi,"Widower Amar is well-off financially and lives in a house with his daughter and servant Dayal. His sister and brother-in-law want him to marry again so that his daughter can have the love and care of a woman. Amar reluctantly agrees. Together they set out to check out two sisters, Shobha, and Sheela. Amar goes as Dayal, and Dayal goes as Amar, as Amar is not sure if a step-mother will be able to bestow care and love as a real mother. They arrive at the household of Durga, Shanti Swarup, Renu, Sheela, and their servant Geeta. They begin to settle down, Dayal in a spacious room, and Amar in the servant's quarters, which consists of an untidy room with no electricity. It is not long before Amar finds out that he is attracted to Geeta, and not to the two sisters, but in his present state, he cannot reveal himself and openly propose marriage. In the meantime, Durga starts getting suspicious about Amar and starts wondering if Amar is actually a servant or a crook.",/fTiCcMEZXilz4SD9MVlXmTcgLRd.jpg,"Comedy, Drama",,India,Hindi,
Ishq Hai Tumse,01-01-2004,148,hi,"Arjun, a Hindu boy, and Khushboo, a Muslim girl, fall in love. Despite their families being good friends, they need to keep their romance a secret due to the religious intolerance of society.",/23r4t6gFtFC2DDMYDo0JYdZLaP4.jpg,Romance,,,Hindi,
Gour Hari Dastaan,14-08-2015,116,hi,"Gour Hari Das, a freedom fighter who works in Khadi Kraft and lives along with his wife &amp; son, lives a content life in his neighborhood. However, one day when his son is unable to secure college admission for lack of a Freedom Fighter's Certificate, he feels the need to establish his identity. In the quest for this piece of paper to prove his authenticity to his son, his neighbors &amp; to the world, he begins a journey that sucks up almost his entire life.",/oUHgF4zYVdpYPWoyuLdswhEz9vs.jpg,Drama,,,,
Night,14-07-2017,109,hi,"Shab is a story that revolves around multiple characters' search for happiness and love in a complex, unforgiving, and cold city.",/wtVBLhuDQcHsDGAkkf8rD81H91M.jpg,"Drama, Romance",,,Hindi,
Yahudi,05-09-1958,150,hi,"In ancient Rome, a mourning Jewish man raises the kidnapped daughter of Roman royalty as his own - and she grows up without learning her true identity. Years later, she falls in love with a Roman prince.",/8VreA4E65yCVftQNDTzJ1lgK2Q1.jpg,"Romance, Drama, Action",Bombay Berlin Film Productions,India,Hindi,
Mr. Singh Mrs. Mehta,24-06-2010,118,hi,"Mr. Singh / Mrs. Mehta is a 2010 Hindi-language film starring Prashant Narayanan and Aruna Shields. It's directed by Pravesh Bhardwaj. The film is produced by Manu Kumaran and was released on June 24, 2010. Mr Singh/Mrs Mehta is directorial debut of Pravesh Bhardwaj and features music of Grammy nominated artist Ustad Shujaat Hussain Khan.",/rbNSDZwCRA1ZIDw4Kbs6awRSwLq.jpg,Drama,,India,"Hindi, English",
Kabuliwala,13-12-1961,134,hi,"A poor Afghani leaves his family behind to earn a living as a dried fruit vendor in India. Profoundly homesick, he befriends a young girl who reminds him of his own daughter. Meanwhile, the locals are distrustful of all foreigners.",,Drama,Bimal Roy Productions,India,Hindi,tribesman
Saajan Ki Saheli,30-01-1981,150,hi,"Young and attractive Kunti has fallen in love with a young man by the name of Anil, and both intend to marry...",/lSGJApyJW2uYYPFqqbYppUXe17.jpg,"Family, Drama",,India,Hindi,
Nirdosh,19-01-2018,105,hi,"After a murder is committed, Shinaya Grover (Manjari Fadnis) gets arrested by the police on the basis of being the primary suspect, but as Inspector Lokhande (Arbaaz khan) carries forward the investigation of the case multiple suspects and possibilities emerge.",/iO4D1cXwQxKqsvyilHUSGqdD6G4.jpg,"Mystery, Thriller",UV Films,India,Hindi,
Love 86,14-02-1986,145,hi,"Laxmi Devi is a strict mother having two daughters named Leena and Isha.  She wants them to get married in a prosperous and rich family with two brothers so that they can be together for life.  But two orphaned boys named Omi and Vikram Doshi who are thieves by profession, fall for these two sisters.  Now Laxmi Devi wants to control the fate of her daughters but can she do this?",/6CB6CuHaQiWA1LmIrzqDmJZc4Sg.jpg,"Romance, Drama",Ultra Media & Entertainment [IN],India,Hindi,
Vardi,06-01-1989,164,hi,"Lalchand (Kader Khan) is arrested by Inspector Verma (Vinod Mehra) and vows to avenge this. He does so by abducting his only son, and later informing Verma that he has killed his son, in the process of apprehending Lalchand, Havaldar Bhagwan Singh (Dharmendra) is killed by saving Verma's life. Verma and his wife Shanti (Anjana Mumtaz) bring up Bhagwan's son, Ajay, as their own. Years later Ajay (Sunny Deol) has grown up to be a police inspector as well, Verma is now the Commissioner. Together they band together to stop Lalchand, who is now a crimelord of international standards, from carrying on terrorist activity in the country; and also try and locate Verma's son, who they find out is still alive, but leads a life of crime",/5fhn3x0l3geUWdXHrT0R9jjX6oc.jpg,Action,,India,Hindi,
Chakravyuha,21-05-1978,0,hi,"Rajesh Khanna plays a man drawn unwillingly into a nest of enemy spies and intrigue with the future of his country riding on his shoulders.Chhaya (Neetu) and Amit Narayan (Rajesh) are in love and Chhaya wants to get married. Amit doesnü??t see why they have to get married and wants to keep things as they are. Wedding dates are set and then moved, to her great frustration.This is really their only point of discord.Amit lives alone, and is also very fond of Chhayaü??s family: father (Om Shivpuri), mother (Dina Pathak), little brother Raju (Master Raju Shrestha)and sister Maya (Rozeena).It is Diwali, and as children burst crackers and set off potentially limb-severing fireworks, Amitü??s upstairs neighbor Raman (Vinod Mehra) has been watching a group of men in a tent just outside the buildingü??s courtyard.",,"Action, Crime, Mystery",,India,Hindi,
Sanam Teri Kasam,06-05-1982,0,hi,"Sanam Teri Kasam is the story of Sunil and his search for his father who has gone somewhere when Sunil was just a child. He meets Reena Roy en-route who leads him to his father Kader Khan. But unfortunately, somebody else (Ranjeet) has already been planted by Jeevan as Sunil and hence, Kader Khan neither recognises his real son, nor allows him to meet Reena Roy. In the end however, every hurdle is removed and all is well.  The film is also known for its super hit songs, especially 'nisha, nisha, nisha'. The other songs 'sheeshe ke gharon mein', 'kitne bhi tu kar le sitam' were also hit.",/nZ41viiRE7nYxCaPvSUNLFGZ25h.jpg,"Drama, Action, Romance, Family",Barkha Movies,India,Hindi,
Babloo Happy Hai,07-02-2014,113,hi,"Jatin, Harry and Rohan head to Manali for one last trip before Jatin gets married. In Manali, the group of friends meet Natasha and are set forward on a journey of rediscovery.",/rD29HljNXCMegzhxcfHE448z3eM.jpg,"Comedy, Drama, Romance",,,Hindi,
Sisters of the Trees,05-09-2019,0,hi,,/3ImOcv9kFT7DUqkoVVnP5MiOuUP.jpg,Documentary,,"Argentina, India",Hindi,
Ghar Ek Mandir,01-01-1984,0,hi,"A joint family consisting of three brothers Prem (Shashi Kapoor), Vijay (Raj Kiran) and Ravi (Mithun Chakraborty) are leading a happy and prosperous life. They consider their house temple of Love. However, destiny has its own plans for them when Prem gets killed. Seth Dharampal (Kader Khan) also wants to cheat them. Would Ravi alone be able to save his home? Would Seth Dharampal succeed in his evil intentions?",/qAGEjGCje2zGvbsathd28rW2io9.jpg,,,,Hindi,
Dulaara,28-01-1994,174,hi,"Raja's adoptive father, James Joyner, was once a career-criminal who was gunned down by the police; thus when there are killings in and around the city Raja becomes a suspect - only to learn that he is being framed for someone else's crime; while on the other hand Inspector Vijay Chauhan is looking for evidence to incarcerate him.",/7vkT2kPYQ3aGp5tLDmkH6CqUw1C.jpg,"Mystery, Crime, Thriller","Shivan Chitrya, Bombay",India,Hindi,
Gandhi's Children,26-11-2008,185,hi,"A shelter for children on the outskirts of Delhi provides food and accommodation for 350 boys. Some are orphans, others have been abandoned, still others have run away from home. About half are held under a court order, having been picked up from the streets for petty crimes. Living at the institution for several months, the filmmaker explores its routines and the varied experiences of several boys. Despite the harshness of their lives, many show remarkable strength of character, knowledge, and resilience. One day 181 child labourers arrived, placing additional strain on the building's deteriorating facilities. The institution does what it can, but is it enough?",/25ZDtV6m5yB27f23fMs4IRF5AiE.jpg,"Drama, Documentary",,"India, Australia",Hindi,
Lateef,05-06-2015,118,hi,"Lateef is a middle-class man who aspires to become a doctor. But, this dream is shattered when he gets arrested in a drug raid.",/eabIRdfKd6MTTbPXGzYTkPXHk8u.jpg,Thriller,,,Hindi,drugs
Ek Chadar Maili Si,28-08-1986,155,hi,"Rani gets into trouble after the death of her husband, Trilok. Her mother in law all the time curses her. Her family's crises worsens with the arrest of her brother in law, Mangal. Now she has to feed her family from nothing. Moreover she also has a social insecurity due to her husband's death. How will her family recover?",/gIfd1txgzzb2O6xrYmnzGDH68FF.jpg,,,India,Hindi,
Khanjar (The Knife),27-06-2003,127,hi,"Friday the 13th is the night when the dead come back to earth.  On one such night, Chander Sharma's son gets a call informing him of the murder of each of his father's four associates on the 13th of every month.  Chander Sharma's son is in love with Shilpa (Tabu) and his rival is Raja (Sunil Shetty), who also becomes embroiled in the mystery.  The only clue they have is a pair of gloves, leaving the police baffled.  Meanwhile, the murders continue...",/iALkCG3a7o1lnKyGVOPR4hrRxc0.jpg,"Thriller, Mystery, Action",,India,Hindi,
Kudrat,11-12-1998,151,hi,A family secret significantly complicates Vijay's love for Madhu.,/eOtuG5kbh8NiF1n0qgXoDoeBviu.jpg,Romance,,India,,
Meri Biwi Ka Jawab Nahin,02-07-2004,150,hi,"Ajay gets married to his childhood friend Durga; who is illiterate unable to differentiate between the style of these days and that of long time ago. When Ajay is given the post as police inspector he re-locates to Bombay and later on encourages Durga to move into there new home. In this new environment Durga will meet with some women who are subjected to injustice by some influential people, the police and corrupt politicians. Watch when Durga attempts to defend the rights of these women how she will be maligned and what impact it will cause on her marriage life.",/fU93Maklubbj3os0kCQ8dySTgen.jpg,"Action, Comedy, Romance","Iqbal Productions, J.K. Creations",India,Hindi,
